alpha,Re,Cd,Cl
-0.847457627118644,60000,0.9478826753517711,-1.2669077207424893
-0.8813559322033898,140000,0.7993533208118403,-1.0638660283333363
-1.8644067796610169,500000,0.1887675196507705,-2.885111688277846
0.13559322033898305,140000,0.9783990501071909,0.16037423946830853
-1.4576271186440677,140000,0.3923728813559323,-2.472881355932203
0.4745762711864407,140000,0.9653679209267375,0.5334686498515682
1.7627118644067796,140000,0.23440677966101697,3.0203389830508476
0.6101694915254238,140000,0.9059322033898305,0.7152542372881356
-0.4406779661016949,500000,0.7468610334217572,-0.5068449478146669
4.203389830508475,5000000,0.17302376219164545,4.592618671543354
0.1694915254237288,500000,0.7755062258993569,0.1773961418836606
4.338983050847458,1000000,0.26391477369322086,4.719740905990688
0.9491525423728814,500000,0.6145715536086169,1.1160864693200925
0.9491525423728814,140000,0.7703389830508475,1.223728813559322
-1.5593220338983051,500000,0.35360481485925305,-2.0655775251061397
-7.0508474576271185,1000000,0.2776845545499766,-5.814206611624469
-1.2542372881355932,60000,0.7724397437855827,-2.0797383895748798
1.0508474576271187,140000,0.7161016949152542,1.4186440677966103
0.6779661016949152,1000000,0.46424570471375787,0.7594968801621803
1.728813559322034,60000,0.46082084002336626,3.0938407054026373
0.711864406779661,140000,0.8652542372881356,0.8677966101694916
-4.338983050847458,1000000,0.2807853990111955,-4.752564536471195
0.6779661016949152,5000000,0.28644067796610173,0.6779661016949152
5.288135593220339,1000000,0.27,5.34406779661017
-0.1694915254237288,500000,0.7905461241121711,-0.15533145729615058
4.745762711864407,1000000,0.24897915102446727,5.0627010863763955
0.4067796610169492,60000,1.153363946296713,0.4321176374425866
0.2033898305084746,60000,1.1588013573527263,0.20900745548158353
-0.23728813559322035,500000,0.8061589167381997,-0.2602878332267208
-0.711864406779661,140000,0.8652542372881356,-0.8677966101694916
0.4745762711864407,140000,0.9540677966101695,0.5220338983050848
-0.6101694915254238,60000,1.0605958168738008,-0.7540443982372762
4.88135593220339,1000000,0.2746941610648101,5.148012455034881
-0.4745762711864407,140000,0.9567831199907251,-0.5609388567437602
1.7627118644067796,1000000,0.39713087572281386,1.8799279244443161
-7.864406779661017,1000000,0.2973045206732101,-5.853859783390561
0.4067796610169492,140000,0.9649152542372881,0.4474576271186441
0.7796610169491526,60000,0.9804275894602886,1.071613424851806
1.1864406779661016,60000,0.788135593220339,1.9474576271186441
2.847457627118644,5000000,0.2081619821063598,3.28924012190604
-1.2542372881355932,500000,0.49830508474576274,-1.5559322033898304
6.101694915254237,5000000,0.16621117326099044,5.6118722693729195
0.5423728813559322,5000000,0.28915254237288135,0.5423728813559322
-0.2711864406779661,60000,1.1501587989638868,-0.3468542713543503
-0.847457627118644,140000,0.8110169491525424,-1.071186440677966
7.593220338983051,1000000,0.2774485578717206,5.835860528365466
-1.2881355932203389,140000,0.5975747547250296,-2.017405494032645
1.7627118644067796,5000000,0.2523804792046984,1.9107463399056774
-5.423728813559322,1000000,0.2558940162527347,-5.428687233989057
-3.2542372881355934,5000000,0.21231285373311332,-3.669416274105229
0.576271186440678,60000,1.0544012647012333,0.7008624772095884
6.6440677966101696,5000000,0.16483884030560023,5.803572218932183
-1.3559322033898304,60000,0.6868654536080586,-2.353344603950721
1.9322033898305084,500000,0.15343339289017596,2.9456347009245034
-6.101694915254237,5000000,0.1759341152561542,-5.636679892579552
-1.3559322033898304,1000000,0.41015751853491117,-1.4969705185928837
-0.4067796610169492,1000000,0.5142155982307244,-0.4918409538128358
-0.847457627118644,140000,0.7960274156681187,-1.0863296883148126
-0.7457627118644068,500000,0.6851966284282114,-0.8607904882034192
-6.508474576271187,1000000,0.26300716948656877,-5.743965742100947
7.864406779661017,1000000,0.298638112877263,5.867339355709186
-1.0508474576271187,500000,0.5796610169491525,-1.2711864406779663
-1.3559322033898304,5000000,0.2805029590059559,-1.4335275454243037
1.6271186440677967,60000,0.5110169491525423,2.903389830508475
1.8983050847457628,1000000,0.37221070394527384,2.100741339507189
1.2203389830508475,500000,0.5234917391901827,1.5250657788467572
7.186440677966102,5000000,0.181864406779661,5.8093220338983045
-0.847457627118644,60000,0.9610169491525424,-1.2254237288135592
1.3559322033898304,1000000,0.4250847457627119,1.4915254237288136
1.2542372881355932,60000,0.747457627118644,2.110169491525424
-2.169491525423729,5000000,0.2441562936580863,-2.309804019022035
-2.0338983050847457,1000000,0.3958529419559003,-2.232674767528943
-6.6440677966101696,5000000,0.17774592517198748,-5.777694476650781
-0.5084745762711864,60000,1.10880310127411,-0.5963653720304272
0.0,5000000,0.30436421046509227,0.02873518893324803
0.1016949152542373,60000,1.1907380156490837,0.12717494674078386
-0.7457627118644068,140000,0.8535349699941591,-0.8699037140425234
-1.1864406779661016,60000,0.7802677892261424,-1.9327763902818065
-1.5593220338983051,60000,0.5517780720529284,-2.7890925544503395
0.1016949152542373,60000,1.1695071869445632,0.1403841869703108
1.8983050847457628,140000,0.18102173602519464,3.2793360933816134
2.305084745762712,1000000,0.32793631658677186,2.5699006340509296
6.508474576271187,1000000,0.2425395844968264,5.740445504407909
-0.1694915254237288,60000,1.1882701055863771,-0.218937937056684
0.8135593220338984,5000000,0.2753011820690466,0.8279401506367811
-1.11864406779661,60000,0.8674139563707819,-1.7829692096914298
-1.0169491525423728,140000,0.7322610316039925,-1.3603206519950857
0.5423728813559322,5000000,0.2852113411575838,0.4944960622987088
-7.186440677966102,5000000,0.181864406779661,-5.8093220338983045
-3.7966101694915255,5000000,0.20390896361344651,-4.20168385006081
1.2203389830508475,140000,0.5959997544267046,1.8136907256589625
2.847457627118644,1000000,0.31993280465487545,3.2766664609531984
0.4067796610169492,140000,0.949211589497059,0.4635572096944627
-1.0508474576271187,140000,0.7114635587595063,-1.4412087599643277
-0.9152542372881356,60000,0.9241207634677134,-1.3460356669791516
-1.8644067796610169,60000,0.35590485539552186,-3.2854723448608842
0.5084745762711864,500000,0.747457627118644,0.5118644067796609
0.9491525423728814,1000000,0.45254237288135596,1.0440677966101697
1.5932203389830508,500000,0.3729425055776146,2.11400767495765
-6.101694915254237,1000000,0.2710169491525424,-5.715254237288136
1.4576271186440677,60000,0.6246817731687728,2.618549669510761
0.5423728813559322,60000,1.082737323548165,0.6797910079399414
-1.8983050847457628,500000,0.17557815917973615,-2.9380195752749474
0.7796610169491526,500000,0.6921844651930541,0.8818881407452762
-1.1864406779661016,140000,0.6091206446619766,-1.7414758794962326
-1.5932203389830508,140000,0.270548045965528,-2.7548833752508863
-2.440677966101695,1000000,0.35353432572933413,-2.794984460010632
-1.9661016949152543,500000,0.13966139148245735,-3.1103284697232287
1.694915254237288,140000,0.24756541878153773,2.919259550132621
-0.3728813559322034,140000,0.9883451916700138,-0.42987631989456565
-0.9152542372881356,60000,0.9239589487005581,-1.3303396670608492
2.5762711864406778,5000000,0.24204961173466075,2.8314689703747193
-0.6779661016949152,140000,0.8788135593220339,-0.8169491525423729
-0.9152542372881356,140000,0.8005045151240504,-1.1764927908508116
-0.4067796610169492,60000,1.1076885683208533,-0.48164183553287976
-1.0847457627118644,140000,0.6903358712763418,-1.5273554988088858
0.13559322033898305,500000,0.7864406779661017,0.13559322033898305
-0.9152542372881356,140000,0.7939869106027867,-1.115884897885347
-0.5423728813559322,140000,0.9561824967461453,-0.5533765353891247
-1.1864406779661016,60000,0.7827211007330528,-1.9126777330177167
-4.88135593220339,1000000,0.25436778457655024,-5.0890668529986485
4.610169491525424,1000000,0.2745806772297071,4.943868736764148
-5.830508474576271,5000000,0.16033489599467024,-5.6389538672010735
-3.9322033898305087,1000000,0.27771545098601064,-4.488903694965997
-0.3389830508474576,140000,0.9757627118644068,-0.3728813559322034
5.1525423728813555,1000000,0.27,5.2762711864406775
3.2542372881355934,5000000,0.19228583628872795,3.666216816187167
-1.0847457627118644,500000,0.5770890764569512,-1.3099823579118592
-0.5423728813559322,5000000,0.3004998676876228,-0.5997946834735562
-1.9661016949152543,140000,0.1285397410951984,-3.357375702938639
-1.0169491525423728,60000,0.8993222364661706,-1.4725571803675628
-4.745762711864407,1000000,0.24491390628698811,-4.995271870313133
-3.2542372881355934,1000000,0.2847356083178766,-3.7637844139678722
-1.8644067796610169,500000,0.1942595709826864,-2.871606621544221
-0.9491525423728814,60000,0.9203389830508475,-1.4084745762711863
0.4745762711864407,500000,0.7554019067503314,0.5028155886094652
1.4576271186440677,500000,0.4197267855948217,1.8534413120272197
-2.0,500000,0.10551502794715187,-3.1511250090529717
4.88135593220339,5000000,0.16215727404893848,4.997952210640923
-0.9152542372881356,500000,0.6330477584086782,-0.9635688010103001
-7.0508474576271185,1000000,0.27361362299217623,-5.882395273433445
1.3559322033898304,140000,0.4932443866009253,2.176363232415221
6.101694915254237,5000000,0.19675556361953278,5.662328475775767
-0.6779661016949152,5000000,0.2877082551514947,-0.6540262652065482
-1.5593220338983051,60000,0.557045143285382,-2.7865446084641783
-0.13559322033898305,140000,0.9977299069093865,-0.15082561470261255
6.237288135593221,5000000,0.18752700015847243,5.684262376673637
0.1694915254237288,60000,1.1539742908718564,0.18833711920093846
-1.0508474576271187,140000,0.6935308893047892,-1.3958423888859222
0.2033898305084746,140000,0.9973665634455456,0.2488835367928713
-0.1694915254237288,140000,1.0109626958188989,-0.2140608857584827
-2.0,500000,0.15143765252713737,-3.1521667282475243
